종목코드,종목명,사업부문,매출유형,매출품목명,구분,2022_12 매출액,2023_12 매출액,2024_12 매출액
95570,AJ네트웍스,렌탈부문,,"파렛트, IT솔루션기기,산업안전장비 등",수출,0,0,0
95570,AJ네트웍스,렌탈부문,,"파렛트, IT솔루션기기,산업안전장비 등",내수,0,0,0
95570,AJ네트웍스,렌탈부문,,"파렛트, IT솔루션기기,산업안전장비 등",미분류,622886,581618,633736
95570,AJ네트웍스,렌탈부문,,"파렛트, IT솔루션기기,산업안전장비 등",로컬,0,0,0
95570,AJ네트웍스,렌탈부문,,"파렛트, IT솔루션기기,산업안전장비 등",비중,52.18%,62.10%,62.49%
95570,AJ네트웍스,창고 및 유통부문,,"창고, 에너지, H/W 등",수출,0,0,0
95570,AJ네트웍스,창고 및 유통부문,,"창고, 에너지, H/W 등",내수,0,0,0
95570,AJ네트웍스,창고 및 유통부문,,"창고, 에너지, H/W 등",미분류,508641,326446,344770
95570,AJ네트웍스,창고 및 유통부문,,"창고, 에너지, H/W 등",로컬,0,0,0
95570,AJ네트웍스,창고 및 유통부문,,"창고, 에너지, H/W 등",비중,42.61%,34.86%,34.00%
95570,AJ네트웍스,기타부문,,부동산 관리 등,수출,0,0,0
95570,AJ네트웍스,기타부문,,부동산 관리 등,내수,0,0,0
95570,AJ네트웍스,기타부문,,부동산 관리 등,미분류,62124,28461,35650
95570,AJ네트웍스,기타부문,,부동산 관리 등,로컬,0,0,0
95570,AJ네트웍스,기타부문,,부동산 관리 등,비중,5.20%,3.04%,3.52%
95570,AJ네트웍스,총계,총계,총계,,1193651,936525,1014156
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),배당수익,배당수익,수출,0,0,0
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),배당수익,배당수익,내수,0,0,0
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),배당수익,배당수익,미분류,28632,30343,14239
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),배당수익,배당수익,로컬,0,0,0
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),배당수익,배당수익,비중,0.66%,0.62%,0.27%
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),경영자문수수료 수익,경영자문수수료 수익,수출,0,0,0
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),경영자문수수료 수익,경영자문수수료 수익,내수,0,0,0
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),경영자문수수료 수익,경영자문수수료 수익,미분류,5180,5926,5671
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),경영자문수수료 수익,경영자문수수료 수익,로컬,0,0,0
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),경영자문수수료 수익,경영자문수수료 수익,비중,0.12%,0.12%,0.11%
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),상표권 수익,상표권 수익,수출,0,0,0
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),상표권 수익,상표권 수익,내수,0,0,0
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),상표권 수익,상표권 수익,미분류,5555,7103,7278
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),상표권 수익,상표권 수익,로컬,0,0,0
6840,AK홀딩스,지주사업 부문: 에이케이홀딩스(주),상표권 수익,상표권 수익,비중,0.13%,0.14%,0.14%
6840,AK홀딩스,화학 부문: 애경케미칼(주)/가소제사업부문,"제품, 상품","PA, 가소제, 윤활기유 등",수출,545501,627583,587734
6840,AK홀딩스,화학 부문: 애경케미칼(주)/가소제사업부문,"제품, 상품","PA, 가소제, 윤활기유 등",내수,469222,237907,193526
6840,AK홀딩스,화학 부문: 애경케미칼(주)/가소제사업부문,"제품, 상품","PA, 가소제, 윤활기유 등",미분류,0,0,0
6840,AK홀딩스,화학 부문: 애경케미칼(주)/가소제사업부문,"제품, 상품","PA, 가소제, 윤활기유 등",로컬,0,0,0
6840,AK홀딩스,화학 부문: 애경케미칼(주)/가소제사업부문,"제품, 상품","PA, 가소제, 윤활기유 등",비중,23.51%,17.68%,14.82%
6840,AK홀딩스,화학 부문: 애경케미칼(주)/합성수지사업부문,"제품, 상품","복합소재, 코팅용수지 및 PU",수출,122776,86492,80895
6840,AK홀딩스,화학 부문: 애경케미칼(주)/합성수지사업부문,"제품, 상품","복합소재, 코팅용수지 및 PU",내수,166855,158451,128675
6840,AK홀딩스,화학 부문: 애경케미칼(주)/합성수지사업부문,"제품, 상품","복합소재, 코팅용수지 및 PU",미분류,0,0,0
6840,AK홀딩스,화학 부문: 애경케미칼(주)/합성수지사업부문,"제품, 상품","복합소재, 코팅용수지 및 PU",로컬,0,0,0
6840,AK홀딩스,화학 부문: 애경케미칼(주)/합성수지사업부문,"제품, 상품","복합소재, 코팅용수지 및 PU",비중,6.71%,5.00%,3.98%
27410,BGF,투자_(주)비지에프,상표권 수익,상표권 수익,수출,0,0,0
27410,BGF,투자_(주)비지에프,상표권 수익,상표권 수익,내수,0,0,0
27410,BGF,투자_(주)비지에프,상표권 수익,상표권 수익,미분류,15235,16495,17514
27410,BGF,투자_(주)비지에프,상표권 수익,상표권 수익,로컬,0,0,0
27410,BGF,투자_(주)비지에프,상표권 수익,상표권 수익,비중,3.50%,4.63%,4.04%
27410,BGF,투자_(주)비지에프,경영지원용역 수익,경영지원용역 수익,수출,0,0,0
27410,BGF,투자_(주)비지에프,경영지원용역 수익,경영지원용역 수익,내수,0,0,0
27410,BGF,투자_(주)비지에프,경영지원용역 수익,경영지원용역 수익,미분류,6361,2292,2001
27410,BGF,투자_(주)비지에프,경영지원용역 수익,경영지원용역 수익,로컬,0,0,0
27410,BGF,투자_(주)비지에프,경영지원용역 수익,경영지원용역 수익,비중,1.46%,0.64%,0.46%
27410,BGF,투자_(주)비지에프,배당금 수익,배당금 수익,수출,0,0,0
27410,BGF,투자_(주)비지에프,배당금 수익,배당금 수익,내수,0,0,0
27410,BGF,투자_(주)비지에프,배당금 수익,배당금 수익,미분류,23852,36956,30991
27410,BGF,투자_(주)비지에프,배당금 수익,배당금 수익,로컬,0,0,0
27410,BGF,투자_(주)비지에프,배당금 수익,배당금 수익,비중,5.48%,10.37%,7.14%
27410,BGF,투자_(주)비지에프,임대수익 및 기타,임대수익 및 기타,수출,0,0,0
27410,BGF,투자_(주)비지에프,임대수익 및 기타,임대수익 및 기타,내수,0,0,0
27410,BGF,투자_(주)비지에프,임대수익 및 기타,임대수익 및 기타,미분류,4048,4617,5236
27410,BGF,투자_(주)비지에프,임대수익 및 기타,임대수익 및 기타,로컬,0,0,0
27410,BGF,투자_(주)비지에프,임대수익 및 기타,임대수익 및 기타,비중,0.93%,1.30%,1.21%
27410,BGF,"소재/화학_(주)비지에프에코머티리얼즈,(주)비지에프에코사이클 ,(주)비지에프에코솔루션,대원케미칼(주) ,BGFecomaterials America, Inc, BGFecomaterials (SUZHOU) CO., LTD.BGFECOMATERIALS INDIA PRIVATE LIMITED",상품,상품,수출,0,0,0
27410,BGF,"소재/화학_(주)비지에프에코머티리얼즈,(주)비지에프에코사이클 ,(주)비지에프에코솔루션,대원케미칼(주) ,BGFecomaterials America, Inc, BGFecomaterials (SUZHOU) CO., LTD.BGFECOMATERIALS INDIA PRIVATE LIMITED",상품,상품,내수,0,0,0
27410,BGF,"소재/화학_(주)비지에프에코머티리얼즈,(주)비지에프에코사이클 ,(주)비지에프에코솔루션,대원케미칼(주) ,BGFecomaterials America, Inc, BGFecomaterials (SUZHOU) CO., LTD.BGFECOMATERIALS INDIA PRIVATE LIMITED",상품,상품,미분류,47811,42320,49936
27410,BGF,"소재/화학_(주)비지에프에코머티리얼즈,(주)비지에프에코사이클 ,(주)비지에프에코솔루션,대원케미칼(주) ,BGFecomaterials America, Inc, BGFecomaterials (SUZHOU) CO., LTD.BGFECOMATERIALS INDIA PRIVATE LIMITED",상품,상품,로컬,0,0,0
27410,BGF,"소재/화학_(주)비지에프에코머티리얼즈,(주)비지에프에코사이클 ,(주)비지에프에코솔루션,대원케미칼(주) ,BGFecomaterials America, Inc, BGFecomaterials (SUZHOU) CO., LTD.BGFECOMATERIALS INDIA PRIVATE LIMITED",상품,상품,비중,10.99%,11.88%,11.50%
282330,BGF리테일,편의점_(주)비지에프리테일,상품,직영/가맹점 상품 판매,수출,0,0,0
282330,BGF리테일,편의점_(주)비지에프리테일,상품,직영/가맹점 상품 판매,내수,0,0,0
282330,BGF리테일,편의점_(주)비지에프리테일,상품,직영/가맹점 상품 판매,미분류,6603039,7083352,7492591
282330,BGF리테일,편의점_(주)비지에프리테일,상품,직영/가맹점 상품 판매,로컬,0,0,0
282330,BGF리테일,편의점_(주)비지에프리테일,상품,직영/가맹점 상품 판매,비중,86.70%,86.44%,86.13%
282330,BGF리테일,편의점_(주)비지에프리테일,상품 외,"용역 (가맹점),기타수수료",수출,0,0,0
282330,BGF리테일,편의점_(주)비지에프리테일,상품 외,"용역 (가맹점),기타수수료",내수,0,0,0
282330,BGF리테일,편의점_(주)비지에프리테일,상품 외,"용역 (가맹점),기타수수료",미분류,974734,1048350,1099545
282330,BGF리테일,편의점_(주)비지에프리테일,상품 외,"용역 (가맹점),기타수수료",로컬,0,0,0
282330,BGF리테일,편의점_(주)비지에프리테일,상품 외,"용역 (가맹점),기타수수료",비중,12.80%,12.79%,12.64%
282330,BGF리테일,물류_(주)비지에프로지스,상품,상품 판매,수출,0,0,0
282330,BGF리테일,물류_(주)비지에프로지스,상품,상품 판매,내수,0,0,0
282330,BGF리테일,물류_(주)비지에프로지스,상품,상품 판매,미분류,0,0,21
282330,BGF리테일,물류_(주)비지에프로지스,상품,상품 판매,로컬,0,0,0
282330,BGF리테일,물류_(주)비지에프로지스,상품,상품 판매,비중,0.00%,0.00%,0.00%
282330,BGF리테일,물류_(주)비지에프로지스,상품 외,"용역, 기타수수료",수출,0,0,0
282330,BGF리테일,물류_(주)비지에프로지스,상품 외,"용역, 기타수수료",내수,0,0,0
282330,BGF리테일,물류_(주)비지에프로지스,상품 외,"용역, 기타수수료",미분류,275512,309235,333794
282330,BGF리테일,물류_(주)비지에프로지스,상품 외,"용역, 기타수수료",로컬,0,0,0
282330,BGF리테일,물류_(주)비지에프로지스,상품 외,"용역, 기타수수료",비중,3.62%,3.77%,3.84%
282330,BGF리테일,광고/택배/전자상거래_(주)비지에프네트웍스,상품 외,택배,수출,0,0,0
282330,BGF리테일,광고/택배/전자상거래_(주)비지에프네트웍스,상품 외,택배,내수,0,0,0
282330,BGF리테일,광고/택배/전자상거래_(주)비지에프네트웍스,상품 외,택배,미분류,0,0,25123
282330,BGF리테일,광고/택배/전자상거래_(주)비지에프네트웍스,상품 외,택배,로컬,0,0,0
282330,BGF리테일,광고/택배/전자상거래_(주)비지에프네트웍스,상품 외,택배,비중,0.00%,0.00%,0.29%
138930,BNK금융지주,이자부문,이자수익,예치금이자,수출,0,0,0
138930,BNK금융지주,이자부문,이자수익,예치금이자,내수,0,0,0
138930,BNK금융지주,이자부문,이자수익,예치금이자,미분류,16291,31147,33027
138930,BNK금융지주,이자부문,이자수익,예치금이자,로컬,0,0,0
138930,BNK금융지주,이자부문,이자수익,예치금이자,비중,0.22%,0.32%,0.33%
138930,BNK금융지주,이자부문,이자수익,유가증권이자,수출,0,0,0
138930,BNK금융지주,이자부문,이자수익,유가증권이자,내수,0,0,0
138930,BNK금융지주,이자부문,이자수익,유가증권이자,미분류,339234,522364,674921
138930,BNK금융지주,이자부문,이자수익,유가증권이자,로컬,0,0,0
138930,BNK금융지주,이자부문,이자수익,유가증권이자,비중,4.49%,5.40%,6.73%
138930,BNK금융지주,이자부문,이자수익,대출채권이자,수출,0,0,0
138930,BNK금융지주,이자부문,이자수익,대출채권이자,내수,0,0,0
138930,BNK금융지주,이자부문,이자수익,대출채권이자,미분류,4275312,5979409,6077124
138930,BNK금융지주,이자부문,이자수익,대출채권이자,로컬,0,0,0
138930,BNK금융지주,이자부문,이자수익,대출채권이자,비중,56.55%,61.87%,60.58%
138930,BNK금융지주,이자부문,이자수익,기타이자수익,수출,0,0,0
138930,BNK금융지주,이자부문,이자수익,기타이자수익,내수,0,0,0
138930,BNK금융지주,이자부문,이자수익,기타이자수익,미분류,148126,158800,163977
138930,BNK금융지주,이자부문,이자수익,기타이자수익,로컬,0,0,0
138930,BNK금융지주,이자부문,이자수익,기타이자수익,비중,1.96%,1.64%,1.64%
138930,BNK금융지주,수수료부문,수수료수익,수입수수료,수출,0,0,0
138930,BNK금융지주,수수료부문,수수료수익,수입수수료,내수,0,0,0
138930,BNK금융지주,수수료부문,수수료수익,수입수수료,미분류,530071,390949,368973
138930,BNK금융지주,수수료부문,수수료수익,수입수수료,로컬,0,0,0
138930,BNK금융지주,수수료부문,수수료수익,수입수수료,비중,7.01%,4.04%,3.68%
1460,BYC,섬유부문,,섬유부문,내수,5.76%,5.20%,5.64%
1040,CJ,식품 &식품서비스,,식품 &식품서비스,수출,0,0,0
1040,CJ,식품 &식품서비스,,식품 &식품서비스,내수,0,0,0
1040,CJ,식품 &식품서비스,,식품 &식품서비스,미분류,16683716,16442093,16920149
1040,CJ,식품 &식품서비스,,식품 &식품서비스,로컬,0,0,0
1040,CJ,식품 &식품서비스,,식품 &식품서비스,비중,40.77%,39.76%,38.77%
1040,CJ,생명공학,,생명공학,수출,0,0,0
1040,CJ,생명공학,,생명공학,내수,0,0,0
1040,CJ,생명공학,,생명공학,미분류,11554690,9891777,9808498
1040,CJ,생명공학,,생명공학,로컬,0,0,0
1040,CJ,생명공학,,생명공학,비중,28.23%,23.92%,22.47%
1040,CJ,물류 & 신유통,,물류 & 신유통,수출,0,0,0
1040,CJ,물류 & 신유통,,물류 & 신유통,내수,0,0,0
1040,CJ,물류 & 신유통,,물류 & 신유통,미분류,16921339,17451188,19143821
1040,CJ,물류 & 신유통,,물류 & 신유통,로컬,0,0,0
1040,CJ,물류 & 신유통,,물류 & 신유통,비중,41.35%,42.20%,43.86%
1040,CJ,엔터테인먼트& 미디어,,엔터테인먼트& 미디어,수출,0,0,0
1040,CJ,엔터테인먼트& 미디어,,엔터테인먼트& 미디어,내수,0,0,0
1040,CJ,엔터테인먼트& 미디어,,엔터테인먼트& 미디어,미분류,5435192,5302596,6000855
1040,CJ,엔터테인먼트& 미디어,,엔터테인먼트& 미디어,로컬,0,0,0
1040,CJ,엔터테인먼트& 미디어,,엔터테인먼트& 미디어,비중,13.28%,12.82%,13.75%
1040,CJ,기타,,기타,수출,0,0,0
1040,CJ,기타,,기타,내수,0,0,0
1040,CJ,기타,,기타,미분류,831129,824006,910631
1040,CJ,기타,,기타,로컬,0,0,0
1040,CJ,기타,,기타,비중,2.03%,1.99%,2.09%
79160,CJ CGV,멀티플렉스 운영,입장료 판매,입장료 판매,수출,0,0,0
79160,CJ CGV,멀티플렉스 운영,입장료 판매,입장료 판매,내수,0,0,0
79160,CJ CGV,멀티플렉스 운영,입장료 판매,입장료 판매,미분류,765357,936047,898023
79160,CJ CGV,멀티플렉스 운영,입장료 판매,입장료 판매,로컬,0,0,0
79160,CJ CGV,멀티플렉스 운영,입장료 판매,입장료 판매,비중,60.11%,60.55%,45.87%
79160,CJ CGV,멀티플렉스 운영,컨세션 판매,컨세션 판매,수출,0,0,0
79160,CJ CGV,멀티플렉스 운영,컨세션 판매,컨세션 판매,내수,0,0,0
79160,CJ CGV,멀티플렉스 운영,컨세션 판매,컨세션 판매,미분류,202489,255661,287197
79160,CJ CGV,멀티플렉스 운영,컨세션 판매,컨세션 판매,로컬,0,0,0
79160,CJ CGV,멀티플렉스 운영,컨세션 판매,컨세션 판매,비중,15.90%,16.54%,14.67%
79160,CJ CGV,멀티플렉스 운영,광고 판매,광고 판매,수출,0,0,0
79160,CJ CGV,멀티플렉스 운영,광고 판매,광고 판매,내수,0,0,0
79160,CJ CGV,멀티플렉스 운영,광고 판매,광고 판매,미분류,152213,175248,174866
79160,CJ CGV,멀티플렉스 운영,광고 판매,광고 판매,로컬,0,0,0
79160,CJ CGV,멀티플렉스 운영,광고 판매,광고 판매,비중,11.96%,11.34%,8.93%
79160,CJ CGV,멀티플렉스 운영,기타 판매,기타 판매,수출,0,0,0
79160,CJ CGV,멀티플렉스 운영,기타 판매,기타 판매,내수,0,0,0
79160,CJ CGV,멀티플렉스 운영,기타 판매,기타 판매,미분류,110828,133405,116337
79160,CJ CGV,멀티플렉스 운영,기타 판매,기타 판매,로컬,0,0,0
79160,CJ CGV,멀티플렉스 운영,기타 판매,기타 판매,비중,8.70%,8.63%,5.94%
79160,CJ CGV,기술특별관 및 콘텐츠플랫폼 사업,,기술특별관 및 콘텐츠플랫폼 사업,수출,0,0,0
79160,CJ CGV,기술특별관 및 콘텐츠플랫폼 사업,,기술특별관 및 콘텐츠플랫폼 사업,내수,0,0,0
79160,CJ CGV,기술특별관 및 콘텐츠플랫폼 사업,,기술특별관 및 콘텐츠플랫폼 사업,미분류,108951,124742,123189
79160,CJ CGV,기술특별관 및 콘텐츠플랫폼 사업,,기술특별관 및 콘텐츠플랫폼 사업,로컬,0,0,0
79160,CJ CGV,기술특별관 및 콘텐츠플랫폼 사업,,기술특별관 및 콘텐츠플랫폼 사업,비중,8.56%,8.07%,6.29%
120,CJ대한통운,CL사업부문,,"항만하역, 창고운영 및 운송",수출,,,0
120,CJ대한통운,CL사업부문,,"항만하역, 창고운영 및 운송",내수,,,0
120,CJ대한통운,CL사업부문,,"항만하역, 창고운영 및 운송",미분류,,,2985726
120,CJ대한통운,CL사업부문,,"항만하역, 창고운영 및 운송",로컬,,,0
120,CJ대한통운,CL사업부문,,"항만하역, 창고운영 및 운송",비중,,,24.64%
120,CJ대한통운,택배사업부문,,"택배, 이커머스 물류",수출,,,0
120,CJ대한통운,택배사업부문,,"택배, 이커머스 물류",내수,,,0
120,CJ대한통운,택배사업부문,,"택배, 이커머스 물류",미분류,,,3728937
120,CJ대한통운,택배사업부문,,"택배, 이커머스 물류",로컬,,,0
120,CJ대한통운,택배사업부문,,"택배, 이커머스 물류",비중,,,30.78%
120,CJ대한통운,글로벌사업부문,,"항공/해상 포워딩, 국제특송 및 프로젝트 물류",수출,,,0
120,CJ대한통운,글로벌사업부문,,"항공/해상 포워딩, 국제특송 및 프로젝트 물류",내수,,,0
120,CJ대한통운,글로벌사업부문,,"항공/해상 포워딩, 국제특송 및 프로젝트 물류",미분류,,,4432855
120,CJ대한통운,글로벌사업부문,,"항공/해상 포워딩, 국제특송 및 프로젝트 물류",로컬,,,0
120,CJ대한통운,글로벌사업부문,,"항공/해상 포워딩, 국제특송 및 프로젝트 물류",비중,,,36.58%
120,CJ대한통운,건설사업부문,,"종합건설, 리조트",수출,,,0
120,CJ대한통운,건설사업부문,,"종합건설, 리조트",내수,,,0
120,CJ대한통운,건설사업부문,,"종합건설, 리조트",미분류,,,969243
120,CJ대한통운,건설사업부문,,"종합건설, 리조트",로컬,,,0
120,CJ대한통운,건설사업부문,,"종합건설, 리조트",비중,,,8.00%
120,CJ대한통운,총계,총계,총계,,,,12116761
97950,CJ제일제당,식품,제품 및 상품,"소재식품,가공식품 등",수출,0,0,0
97950,CJ제일제당,식품,제품 및 상품,"소재식품,가공식품 등",내수,0,0,0
97950,CJ제일제당,식품,제품 및 상품,"소재식품,가공식품 등",미분류,11104156,11264447,11353031
97950,CJ제일제당,식품,제품 및 상품,"소재식품,가공식품 등",로컬,0,0,0
97950,CJ제일제당,식품,제품 및 상품,"소재식품,가공식품 등",비중,36.92%,38.81%,38.67%
97950,CJ제일제당,BIO,제품 및 상품,"핵산, 아미노산,식물성 단백원 등",수출,0,0,0
97950,CJ제일제당,BIO,제품 및 상품,"핵산, 아미노산,식물성 단백원 등",내수,0,0,0
97950,CJ제일제당,BIO,제품 및 상품,"핵산, 아미노산,식물성 단백원 등",미분류,4854019,4134288,4209497
97950,CJ제일제당,BIO,제품 및 상품,"핵산, 아미노산,식물성 단백원 등",로컬,0,0,0
97950,CJ제일제당,BIO,제품 및 상품,"핵산, 아미노산,식물성 단백원 등",비중,16.14%,14.24%,14.34%
97950,CJ제일제당,F&C,제품 및 상품,"배합사료, 축산물 등",수출,0,0,0
97950,CJ제일제당,F&C,제품 및 상품,"배합사료, 축산물 등",내수,0,0,0
97950,CJ제일제당,F&C,제품 및 상품,"배합사료, 축산물 등",미분류,2821201,2491699,2308505
97950,CJ제일제당,F&C,제품 및 상품,"배합사료, 축산물 등",로컬,0,0,0
97950,CJ제일제당,F&C,제품 및 상품,"배합사료, 축산물 등",비중,9.38%,8.58%,7.86%
97950,CJ제일제당,물류,서비스,"하역, 운송,배송, 건설 등",수출,0,0,0
97950,CJ제일제당,물류,서비스,"하역, 운송,배송, 건설 등",내수,0,0,0
97950,CJ제일제당,물류,서비스,"하역, 운송,배송, 건설 등",미분류,11300137,11133039,11488049
97950,CJ제일제당,물류,서비스,"하역, 운송,배송, 건설 등",로컬,0,0,0
97950,CJ제일제당,물류,서비스,"하역, 운송,배송, 건설 등",비중,37.57%,38.36%,39.13%
97950,CJ제일제당,총계,총계,총계,,30079513,29023473,29359082
480,시알홀딩스,내화물제조업,제품,정형,수출,0,0,0
480,시알홀딩스,내화물제조업,제품,정형,내수,0,0,0
480,시알홀딩스,내화물제조업,제품,정형,미분류,153874,148119,151367
480,시알홀딩스,내화물제조업,제품,정형,로컬,0,0,0
480,시알홀딩스,내화물제조업,제품,정형,비중,19.28%,18.13%,18.67%
480,시알홀딩스,내화물제조업,제품,부정형,수출,0,0,0
480,시알홀딩스,내화물제조업,제품,부정형,내수,0,0,0
480,시알홀딩스,내화물제조업,제품,부정형,미분류,266199,279369,269932
480,시알홀딩스,내화물제조업,제품,부정형,로컬,0,0,0
480,시알홀딩스,내화물제조업,제품,부정형,비중,33.36%,34.20%,33.29%
480,시알홀딩스,내화물제조업,제품,기타,수출,0,0,0
480,시알홀딩스,내화물제조업,제품,기타,내수,0,0,0
480,시알홀딩스,내화물제조업,제품,기타,미분류,6447,28560,14932
480,시알홀딩스,내화물제조업,제품,기타,로컬,0,0,0
480,시알홀딩스,내화물제조업,제품,기타,비중,0.81%,3.50%,1.84%
480,시알홀딩스,내화물제조업,상품,내화물,수출,0,0,0
480,시알홀딩스,내화물제조업,상품,내화물,내수,0,0,0
480,시알홀딩스,내화물제조업,상품,내화물,미분류,123504,116409,111179
480,시알홀딩스,내화물제조업,상품,내화물,로컬,0,0,0
480,시알홀딩스,내화물제조업,상품,내화물,비중,15.48%,14.25%,13.71%
480,시알홀딩스,내화물제조업,기타,기타,수출,0,0,0
480,시알홀딩스,내화물제조업,기타,기타,내수,0,0,0
480,시알홀딩스,내화물제조업,기타,기타,미분류,45533,42050,51947
480,시알홀딩스,내화물제조업,기타,기타,로컬,0,0,0
480,시알홀딩스,내화물제조업,기타,기타,비중,5.71%,5.15%,6.41%
590,CS홀딩스,지주부문/CS홀딩스,,브랜드 로열티,수출,0,0,0
590,CS홀딩스,지주부문/CS홀딩스,,브랜드 로열티,내수,0,0,0
590,CS홀딩스,지주부문/CS홀딩스,,브랜드 로열티,미분류,1690,1660,1358
590,CS홀딩스,지주부문/CS홀딩스,,브랜드 로열티,로컬,0,0,0
590,CS홀딩스,지주부문/CS홀딩스,,브랜드 로열티,비중,0.96%,0.96%,0.96%
590,CS홀딩스,지주부문/CS홀딩스,,관계사 배당금,수출,0,0,0
590,CS홀딩스,지주부문/CS홀딩스,,관계사 배당금,내수,0,0,0
590,CS홀딩스,지주부문/CS홀딩스,,관계사 배당금,미분류,855,855,285
590,CS홀딩스,지주부문/CS홀딩스,,관계사 배당금,로컬,0,0,0
590,CS홀딩스,지주부문/CS홀딩스,,관계사 배당금,비중,0.49%,0.50%,0.20%
590,CS홀딩스,지주부문/CS홀딩스,,기타,수출,0,0,0
590,CS홀딩스,지주부문/CS홀딩스,,기타,내수,0,0,0
590,CS홀딩스,지주부문/CS홀딩스,,기타,미분류,1239,1129,1212
590,CS홀딩스,지주부문/CS홀딩스,,기타,로컬,0,0,0
590,CS홀딩스,지주부문/CS홀딩스,,기타,비중,0.71%,0.66%,0.85%
590,CS홀딩스,용접재료부문/조선선재,,용접재료 등,수출,0,0,0
590,CS홀딩스,용접재료부문/조선선재,,용접재료 등,내수,0,0,0
590,CS홀딩스,용접재료부문/조선선재,,용접재료 등,미분류,66976,66614,50908
590,CS홀딩스,용접재료부문/조선선재,,용접재료 등,로컬,0,0,0
590,CS홀딩스,용접재료부문/조선선재,,용접재료 등,비중,38.21%,38.74%,35.86%
590,CS홀딩스,용접재료부문/조선선재온산,,용접재료 등,수출,0,0,0
590,CS홀딩스,용접재료부문/조선선재온산,,용접재료 등,내수,0,0,0
590,CS홀딩스,용접재료부문/조선선재온산,,용접재료 등,미분류,120408,119584,102682
590,CS홀딩스,용접재료부문/조선선재온산,,용접재료 등,로컬,0,0,0
590,CS홀딩스,용접재료부문/조선선재온산,,용접재료 등,비중,68.70%,69.54%,72.34%
12030,DB,IT,상품용역,IT서비스,수출,1101,946,686
12030,DB,IT,상품용역,IT서비스,내수,203207,265908,340970
12030,DB,IT,상품용역,IT서비스,미분류,0,0,0
12030,DB,IT,상품용역,IT서비스,로컬,0,0,0
12030,DB,IT,상품용역,IT서비스,비중,50.91%,58.19%,58.16%
12030,DB,상사,상품용역,합성수지외,수출,108836,91525,114567
12030,DB,상사,상품용역,합성수지외,내수,49411,53649,88051
12030,DB,상사,상품용역,합성수지외,미분류,0,0,0
12030,DB,상사,상품용역,합성수지외,로컬,0,0,0
12030,DB,상사,상품용역,합성수지외,비중,39.43%,31.66%,34.49%
12030,DB,브랜드,용역,브랜드사용수익,수출,0,0,0
12030,DB,브랜드,용역,브랜드사용수익,내수,34786,42071,38788
12030,DB,브랜드,용역,브랜드사용수익,미분류,0,0,0
12030,DB,브랜드,용역,브랜드사용수익,로컬,0,0,0
12030,DB,브랜드,용역,브랜드사용수익,비중,8.67%,9.17%,6.60%
12030,DB,인재개발원,용역,교육서비스외,수출,0,0,0
12030,DB,인재개발원,용역,교육서비스외,내수,4005,4485,4374
12030,DB,인재개발원,용역,교육서비스외,미분류,0,0,0
12030,DB,인재개발원,용역,교육서비스외,로컬,0,0,0
12030,DB,인재개발원,용역,교육서비스외,비중,1.00%,0.98%,0.74%
12030,DB,총계,총계,총계,,401346,458584,587436
16610,DB증권,수수료수익,수수료수익,수수료수익,수출,0,0,0
16610,DB증권,수수료수익,수수료수익,수수료수익,내수,0,0,0
16610,DB증권,수수료수익,수수료수익,수수료수익,미분류,204239,202546,223999
16610,DB증권,수수료수익,수수료수익,수수료수익,로컬,0,0,0
16610,DB증권,수수료수익,수수료수익,수수료수익,비중,16.70%,16.78%,16.99%
16610,DB증권,금융상품/파생상품평가 및 처분이익,금융상품/파생상품평가 및 처분이익,금융상품/파생상품평가 및 처분이익,수출,0,0,0
16610,DB증권,금융상품/파생상품평가 및 처분이익,금융상품/파생상품평가 및 처분이익,금융상품/파생상품평가 및 처분이익,내수,0,0,0
16610,DB증권,금융상품/파생상품평가 및 처분이익,금융상품/파생상품평가 및 처분이익,금융상품/파생상품평가 및 처분이익,미분류,675462,559825,606364
16610,DB증권,금융상품/파생상품평가 및 처분이익,금융상품/파생상품평가 및 처분이익,금융상품/파생상품평가 및 처분이익,로컬,0,0,0
16610,DB증권,금융상품/파생상품평가 및 처분이익,금융상품/파생상품평가 및 처분이익,금융상품/파생상품평가 및 처분이익,비중,55.22%,46.38%,45.99%
16610,DB증권,이자수익,이자수익,이자수익,수출,0,0,0
16610,DB증권,이자수익,이자수익,이자수익,내수,0,0,0
16610,DB증권,이자수익,이자수익,이자수익,미분류,292115,389093,417175
16610,DB증권,이자수익,이자수익,이자수익,로컬,0,0,0
