종목코드,주주구분,대표 주주수,보통주,지분율,최종변동일
A095570,최대주주등 (본인+특별관계자),1.0,26794111.0,59.21,2025/03/26
A095570,10%이상주주 (본인+특별관계자),,,,
A095570,5%이상주주 (본인+특별관계자),,,,
A095570,"임원 (5%미만 중, 임원인자)",10.0,143916.0,0.32,2024/07/09
A095570,자기주식 (자사주+자사주신탁),1.0,501709.0,1.11,2024/08/06
A095570,우리사주조합,1.0,187425.0,0.41,2023/12/31
A006840,최대주주등 (본인+특별관계자),1.0,8635613.0,65.19,2025/03/31
A006840,10%이상주주 (본인+특별관계자),,,,
A006840,5%이상주주 (본인+특별관계자),,,,
A006840,"임원 (5%미만 중, 임원인자)",1.0,1693.0,0.01,2024/03/22
A006840,자기주식 (자사주+자사주신탁),1.0,202066.0,1.53,2018/04/23
A006840,우리사주조합,1.0,28563.0,0.22,2024/06/30
A027410,최대주주등 (본인+특별관계자),1.0,66742767.0,69.73,2025/03/26
A027410,10%이상주주 (본인+특별관계자),,,,
A027410,5%이상주주 (본인+특별관계자),,,,
A027410,"임원 (5%미만 중, 임원인자)",3.0,1807.0,0.0,2022/12/01
A027410,자기주식 (자사주+자사주신탁),1.0,8025.0,0.01,2022/03/31
A027410,우리사주조합,1.0,1422.0,0.0,2024/06/30
A282330,최대주주등 (본인+특별관계자),1.0,9038139.0,52.29,2025/03/26
A282330,10%이상주주 (본인+특별관계자),,,,
A282330,5%이상주주 (본인+특별관계자),1.0,1428871.0,8.27,2025/02/18
A282330,"임원 (5%미만 중, 임원인자)",6.0,15524.0,0.09,2023/11/17
A282330,자기주식 (자사주+자사주신탁),1.0,8891.0,0.05,2018/11/15
A282330,우리사주조합,,,,
A138930,최대주주등 (본인+특별관계자),1.0,33562072.0,10.54,2024/02/19
A138930,10%이상주주 (본인+특별관계자),,,,
A138930,5%이상주주 (본인+특별관계자),3.0,67790220.0,21.29,2025/03/04
A138930,"임원 (5%미만 중, 임원인자)",50.0,782100.0,0.25,2025/04/16
A138930,자기주식 (자사주+자사주신탁),1.0,3438392.0,1.08,2025/05/09
A138930,우리사주조합,1.0,13306211.0,4.18,2024/06/30
A001460,최대주주등 (본인+특별관계자),1.0,4460017.0,71.4,2025/04/14
A001460,10%이상주주 (본인+특별관계자),,,,
A001460,5%이상주주 (본인+특별관계자),1.0,507800.0,8.13,2024/04/17
A001460,"임원 (5%미만 중, 임원인자)",2.0,50.0,0.0,2024/07/01
A001460,자기주식 (자사주+자사주신탁),1.0,27133.0,0.43,2025/03/04
A001460,우리사주조합,,,,
A001040,최대주주등 (본인+특별관계자),1.0,13790081.0,47.26,2022/02/04
A001040,10%이상주주 (본인+특별관계자),1.0,3700912.0,12.68,2025/03/27
A001040,5%이상주주 (본인+특별관계자),,,,
A001040,"임원 (5%미만 중, 임원인자)",4.0,968.0,0.0,2020/12/14
A001040,자기주식 (자사주+자사주신탁),1.0,2118543.0,7.26,2024/06/28
A001040,우리사주조합,1.0,1338.0,0.0,2024/06/30
A079160,최대주주등 (본인+특별관계자),1.0,84284313.0,50.9,2025/03/25
A079160,10%이상주주 (본인+특별관계자),,,,
A079160,5%이상주주 (본인+특별관계자),,,,
A079160,"임원 (5%미만 중, 임원인자)",2.0,480.0,0.0,2018/10/31
A079160,자기주식 (자사주+자사주신탁),,,,
A079160,우리사주조합,1.0,7478959.0,4.52,2023/12/31
A000120,최대주주등 (본인+특별관계자),1.0,9169122.0,40.19,2025/04/01
A000120,10%이상주주 (본인+특별관계자),1.0,2620662.0,11.49,2025/04/28
A000120,5%이상주주 (본인+특별관계자),1.0,1791044.0,7.85,2020/10/27
A000120,"임원 (5%미만 중, 임원인자)",41.0,13821.0,0.06,2025/02/03
A000120,자기주식 (자사주+자사주신탁),1.0,2867215.0,12.57,2023/12/28
A000120,우리사주조합,,,,
A011150,최대주주등 (본인+특별관계자),1.0,16714090.0,46.52,2007/09/04
A011150,10%이상주주 (본인+특별관계자),,,,
A011150,5%이상주주 (본인+특별관계자),,,,
A011150,"임원 (5%미만 중, 임원인자)",,,,
A011150,자기주식 (자사주+자사주신탁),,,,
A011150,우리사주조합,,,,
A097950,최대주주등 (본인+특별관계자),1.0,6850948.0,45.51,2018/04/20
A097950,10%이상주주 (본인+특별관계자),1.0,1756460.0,11.67,2025/03/27
A097950,5%이상주주 (본인+특별관계자),,,,
A097950,"임원 (5%미만 중, 임원인자)",31.0,20161.0,0.13,2021/12/30
A097950,자기주식 (자사주+자사주신탁),1.0,357307.0,2.37,2024/06/28
A097950,우리사주조합,1.0,29132.0,0.19,2023/12/31
A000480,최대주주등 (본인+특별관계자),1.0,34988792.0,74.62,2024/12/16
A000480,10%이상주주 (본인+특별관계자),,,,
A000480,5%이상주주 (본인+특별관계자),,,,
A000480,"임원 (5%미만 중, 임원인자)",1.0,3513.0,0.01,2023/02/01
A000480,자기주식 (자사주+자사주신탁),1.0,5633938.0,12.02,2023/07/28
A000480,우리사주조합,1.0,3165.0,0.01,2023/12/31
A000590,최대주주등 (본인+특별관계자),1.0,846990.0,73.37,2018/08/29
A000590,10%이상주주 (본인+특별관계자),,,,
A000590,5%이상주주 (본인+특별관계자),,,,
A000590,"임원 (5%미만 중, 임원인자)",,,,
A000590,자기주식 (자사주+자사주신탁),1.0,124851.0,10.81,2025/01/06
A000590,우리사주조합,1.0,142.0,0.01,2010/01/27
A012030,최대주주등 (본인+특별관계자),1.0,88204720.0,43.85,2022/12/26
A012030,10%이상주주 (본인+특별관계자),,,,
A012030,5%이상주주 (본인+특별관계자),,,,
A012030,"임원 (5%미만 중, 임원인자)",1.0,23540.0,0.01,2017/01/02
A012030,자기주식 (자사주+자사주신탁),1.0,10143400.0,5.04,2016/05/18
A012030,우리사주조합,1.0,16050.0,0.01,2023/03/31
A016610,최대주주등 (본인+특별관계자),1.0,14346436.0,33.8,2025/04/07
A016610,10%이상주주 (본인+특별관계자),,,,
A016610,5%이상주주 (본인+특별관계자),,,,
A016610,"임원 (5%미만 중, 임원인자)",31.0,362129.0,0.85,2025/04/07
A016610,자기주식 (자사주+자사주신탁),2.0,2817500.0,6.64,2025/04/29
A016610,우리사주조합,1.0,40810.0,0.1,2024/03/31
A005830,최대주주등 (본인+특별관계자),1.0,16463977.0,23.25,2025/04/04
A005830,10%이상주주 (본인+특별관계자),,,,
A005830,5%이상주주 (본인+특별관계자),1.0,5101571.0,7.21,2025/01/21
A005830,"임원 (5%미만 중, 임원인자)",22.0,11148.0,0.02,2025/04/03
A005830,자기주식 (자사주+자사주신탁),1.0,10756531.0,15.19,2020/06/10
A005830,우리사주조합,,,,
A000990,최대주주등 (본인+특별관계자),1.0,10621203.0,23.92,2025/04/29
A000990,10%이상주주 (본인+특별관계자),,,,
A000990,5%이상주주 (본인+특별관계자),2.0,5457909.0,12.29,2025/04/04
A000990,"임원 (5%미만 중, 임원인자)",15.0,21342.0,0.05,2025/02/12
A000990,자기주식 (자사주+자사주신탁),2.0,3944596.0,8.88,2025/04/11
A000990,우리사주조합,1.0,627.0,0.0,2021/12/31
A139130,최대주주등 (본인+특별관계자),1.0,16146178.0,9.7,2024/03/14
A139130,10%이상주주 (본인+특별관계자),,,,
A139130,5%이상주주 (본인+특별관계자),2.0,21505943.0,12.92,2025/02/19
A139130,"임원 (5%미만 중, 임원인자)",37.0,438767.0,0.26,2025/04/14
A139130,자기주식 (자사주+자사주신탁),2.0,4319629.0,2.6,2025/04/28
A139130,우리사주조합,1.0,6194528.0,3.72,2024/03/31
A000300,최대주주등 (본인+특별관계자),1.0,58279230.0,71.55,2025/02/18
A000300,10%이상주주 (본인+특별관계자),,,,
A000300,5%이상주주 (본인+특별관계자),,,,
A000300,"임원 (5%미만 중, 임원인자)",,,,
A000300,자기주식 (자사주+자사주신탁),,,,
A000300,우리사주조합,,,,
A001530,최대주주등 (본인+특별관계자),1.0,5033512.0,24.75,2025/03/28
A001530,10%이상주주 (본인+특별관계자),,,,
A001530,5%이상주주 (본인+특별관계자),1.0,1587536.0,7.81,2025/03/27
A001530,"임원 (5%미만 중, 임원인자)",5.0,46066.0,0.23,2025/04/07
A001530,자기주식 (자사주+자사주신탁),1.0,618569.0,3.04,2025/02/19
A001530,우리사주조합,,,,
A000210,최대주주등 (본인+특별관계자),1.0,10339460.0,49.34,2024/11/25
A000210,10%이상주주 (본인+특별관계자),1.0,2233944.0,10.66,2025/03/26
A000210,5%이상주주 (본인+특별관계자),,,,
A000210,"임원 (5%미만 중, 임원인자)",8.0,1315.0,0.01,2023/03/21
A000210,자기주식 (자사주+자사주신탁),1.0,25157.0,0.12,2023/06/30
A000210,우리사주조합,1.0,176.0,0.0,2022/09/30
A375500,최대주주등 (본인+특별관계자),1.0,9605194.0,24.82,2025/02/12
A375500,10%이상주주 (본인+특별관계자),1.0,4493958.0,11.61,2025/03/27
A375500,5%이상주주 (본인+특별관계자),1.0,2845241.0,7.35,2025/01/21
A375500,"임원 (5%미만 중, 임원인자)",3.0,4165.0,0.01,2024/04/30
A375500,자기주식 (자사주+자사주신탁),1.0,348553.0,0.9,2024/12/27
A375500,우리사주조합,,,,
A007340,최대주주등 (본인+특별관계자),1.0,30521565.0,52.16,2024/10/08
A007340,10%이상주주 (본인+특별관계자),,,,
A007340,5%이상주주 (본인+특별관계자),,,,
A007340,"임원 (5%미만 중, 임원인자)",,,,
A007340,자기주식 (자사주+자사주신탁),1.0,6748595.0,11.53,2025/02/13
A007340,우리사주조합,,,,
A004840,최대주주등 (본인+특별관계자),1.0,13900384.0,69.75,2022/04/05
A004840,10%이상주주 (본인+특별관계자),,,,
A004840,5%이상주주 (본인+특별관계자),,,,
A004840,"임원 (5%미만 중, 임원인자)",,,,
A004840,자기주식 (자사주+자사주신탁),1.0,657636.0,3.3,2012/10/19
A004840,우리사주조합,,,,
A155660,최대주주등 (본인+특별관계자),1.0,9996630.0,62.48,2025/02/03
A155660,10%이상주주 (본인+특별관계자),,,,
A155660,5%이상주주 (본인+특별관계자),,,,
A155660,"임원 (5%미만 중, 임원인자)",,,,
A155660,자기주식 (자사주+자사주신탁),,,,
A155660,우리사주조합,1.0,5696.0,0.04,2017/12/28
A069730,최대주주등 (본인+특별관계자),1.0,7427568.0,51.58,2025/02/03
A069730,10%이상주주 (본인+특별관계자),,,,
A069730,5%이상주주 (본인+특별관계자),,,,
A069730,"임원 (5%미만 중, 임원인자)",,,,
A069730,자기주식 (자사주+자사주신탁),,,,
A069730,우리사주조합,,,,
A017860,최대주주등 (본인+특별관계자),1.0,7026914.0,39.96,2024/12/10
A017860,10%이상주주 (본인+특별관계자),,,,
A017860,5%이상주주 (본인+특별관계자),,,,
A017860,"임원 (5%미만 중, 임원인자)",,,,
A017860,자기주식 (자사주+자사주신탁),,,,
A017860,우리사주조합,,,,
A017940,최대주주등 (본인+특별관계자),1.0,3111875.0,45.36,2023/07/24
A017940,10%이상주주 (본인+특별관계자),,,,
A017940,5%이상주주 (본인+특별관계자),,,,
A017940,"임원 (5%미만 중, 임원인자)",,,,
A017940,자기주식 (자사주+자사주신탁),1.0,1078249.0,15.72,2017/07/26
A017940,우리사주조합,1.0,3764.0,0.05,2019/12/31
A365550,개인/법인,,,,
A365550,주요외국인주주,,,,
A365550,기관투자자,,,,
A365550,정부/정부기관,,,,
A365550,자사주,,,,
A365550,자사주펀드,,,,
A365550,해외DR,,,,
A383220,최대주주등 (본인+특별관계자),1.0,24063000.0,62.82,2024/09/24
A383220,10%이상주주 (본인+특별관계자),,,,
A383220,5%이상주주 (본인+특별관계자),2.0,5768600.0,15.06,2025/05/08
A383220,"임원 (5%미만 중, 임원인자)",,,,
A383220,자기주식 (자사주+자사주신탁),2.0,729302.0,1.9,2025/04/09
A383220,우리사주조합,,,,
A007700,최대주주등 (본인+특별관계자),1.0,35870866.0,91.71,2024/02/28
A007700,10%이상주주 (본인+특별관계자),,,,
A007700,5%이상주주 (본인+특별관계자),,,,
A007700,"임원 (5%미만 중, 임원인자)",,,,
A007700,자기주식 (자사주+자사주신탁),1.0,44474.0,0.11,2021/05/21
A007700,우리사주조합,,,,
A114090,최대주주등 (본인+특별관계자),1.0,31546392.0,51.0,2010/12/10
A114090,10%이상주주 (본인+특별관계자),,,,
A114090,5%이상주주 (본인+특별관계자),1.0,4230293.0,6.84,2025/02/17
A114090,"임원 (5%미만 중, 임원인자)",,,,
A114090,자기주식 (자사주+자사주신탁),,,,
A114090,우리사주조합,1.0,5686.0,0.01,2017/12/28
A078930,최대주주등 (본인+특별관계자),1.0,49594984.0,53.38,2025/04/25
A078930,10%이상주주 (본인+특별관계자),,,,
A078930,5%이상주주 (본인+특별관계자),1.0,6872930.0,7.4,2024/03/20
A078930,"임원 (5%미만 중, 임원인자)",1.0,320.0,0.0,2012/12/28
A078930,자기주식 (자사주+자사주신탁),1.0,19883.0,0.02,2004/08/10
A078930,우리사주조합,,,,
A006360,최대주주등 (본인+특별관계자),1.0,20232618.0,23.64,2024/02/26
A006360,10%이상주주 (본인+특별관계자),,,,
A006360,5%이상주주 (본인+특별관계자),2.0,11549861.0,13.5,2025/01/16
A006360,"임원 (5%미만 중, 임원인자)",38.0,72083.0,0.08,2024/01/01
A006360,자기주식 (자사주+자사주신탁),1.0,692595.0,0.81,2018/12/28
A006360,우리사주조합,1.0,445010.0,0.52,2023/12/31
A001250,최대주주등 (본인+특별관계자),1.0,41910884.0,50.78,2021/03/29
A001250,10%이상주주 (본인+특별관계자),,,,
A001250,5%이상주주 (본인+특별관계자),,,,
A001250,"임원 (5%미만 중, 임원인자)",4.0,62880.0,0.08,2021/12/30
A001250,자기주식 (자사주+자사주신탁),1.0,38562.0,0.05,2010/03/08
A001250,우리사주조합,1.0,21100.0,0.03,2024/06/30
A007070,최대주주등 (본인+특별관계자),1.0,49014749.0,58.62,2025/04/04
A007070,10%이상주주 (본인+특별관계자),,,,
A007070,5%이상주주 (본인+특별관계자),1.0,7161872.0,8.57,2024/12/23
A007070,"임원 (5%미만 중, 임원인자)",10.0,11039.0,0.01,2025/01/06
A007070,자기주식 (자사주+자사주신탁),1.0,41825.0,0.05,2024/12/30
A007070,우리사주조합,1.0,21150.0,0.03,2024/12/31
A499790,최대주주등 (본인+특별관계자),1.0,11625619.0,58.62,2024/12/23
A499790,10%이상주주 (본인+특별관계자),,,,
A499790,5%이상주주 (본인+특별관계자),1.0,1306133.0,6.59,2025/03/12
A499790,"임원 (5%미만 중, 임원인자)",,,,
A499790,자기주식 (자사주+자사주신탁),1.0,46221.0,0.23,2024/12/30
A499790,우리사주조합,,,,
A012630,최대주주등 (본인+특별관계자),1.0,25068089.0,41.96,2024/01/05
A012630,10%이상주주 (본인+특별관계자),,,,
A012630,5%이상주주 (본인+특별관계자),1.0,4561400.0,7.64,2025/02/21
A012630,"임원 (5%미만 중, 임원인자)",,,,
A012630,자기주식 (자사주+자사주신탁),1.0,9936331.0,16.63,2025/05/08
A012630,우리사주조합,1.0,439.0,0.0,2023/03/31
A039570,최대주주등 (본인+특별관계자),1.0,16266239.0,62.66,2025/03/05
A039570,10%이상주주 (본인+특별관계자),,,,
A039570,5%이상주주 (본인+특별관계자),,,,
A039570,"임원 (5%미만 중, 임원인자)",5.0,21018.0,0.08,2024/01/15
A039570,자기주식 (자사주+자사주신탁),1.0,2983248.0,11.49,2024/06/28
A039570,우리사주조합,1.0,177501.0,0.68,2024/06/30
A089470,최대주주등 (본인+특별관계자),1.0,15445000.0,48.42,2020/03/09
A089470,10%이상주주 (본인+특별관계자),,,,
A089470,5%이상주주 (본인+특별관계자),,,,
A089470,"임원 (5%미만 중, 임원인자)",1.0,11300.0,0.04,2018/01/02
A089470,자기주식 (자사주+자사주신탁),1.0,6000000.0,18.81,2024/10/08
A089470,우리사주조합,,,,
A294870,최대주주등 (본인+특별관계자),1.0,28343452.0,43.01,2022/07/19
A294870,10%이상주주 (본인+특별관계자),1.0,9016212.0,13.68,2025/04/28
A294870,5%이상주주 (본인+특별관계자),,,,
A294870,"임원 (5%미만 중, 임원인자)",5.0,2475.0,0.0,2022/12/27
A294870,자기주식 (자사주+자사주신탁),1.0,1994405.0,3.03,2025/05/09
A294870,우리사주조합,,,,
A009540,최대주주등 (본인+특별관계자),1.0,25935767.0,36.65,2022/02/24
A009540,10%이상주주 (본인+특별관계자),,,,
A009540,5%이상주주 (본인+특별관계자),1.0,4809883.0,6.8,2023/06/12
A009540,"임원 (5%미만 중, 임원인자)",148.0,47884.0,0.07,2025/02/21
A009540,자기주식 (자사주+자사주신탁),1.0,58486.0,0.08,2018/12/14
A009540,우리사주조합,1.0,81249.0,0.11,2024/06/30
A267250,최대주주등 (본인+특별관계자),1.0,29376235.0,37.19,2024/07/15
A267250,10%이상주주 (본인+특별관계자),,,,
A267250,5%이상주주 (본인+특별관계자),1.0,6763600.0,8.56,2024/09/02
A267250,"임원 (5%미만 중, 임원인자)",8.0,3381.0,0.0,2022/01/21
A267250,자기주식 (자사주+자사주신탁),1.0,8324655.0,10.54,2021/04/13
A267250,우리사주조합,,,,
A267270,최대주주등 (본인+특별관계자),1.0,7122792.0,40.21,2021/08/02
A267270,10%이상주주 (본인+특별관계자),1.0,1777289.0,10.03,2025/04/17
A267270,5%이상주주 (본인+특별관계자),,,,
A267270,"임원 (5%미만 중, 임원인자)",35.0,40153.0,0.23,2023/12/01
A267270,자기주식 (자사주+자사주신탁),2.0,318673.0,1.8,2025/05/09
A267270,우리사주조합,1.0,16572.0,0.09,2024/03/31
A443060,최대주주등 (본인+특별관계자),1.0,33560250.0,74.86,2025/01/22
A443060,10%이상주주 (본인+특별관계자),,,,
A443060,5%이상주주 (본인+특별관계자),1.0,2767202.0,6.17,2024/06/12
A443060,"임원 (5%미만 중, 임원인자)",,,,
A443060,자기주식 (자사주+자사주신탁),,,,
A443060,우리사주조합,1.0,1628918.0,3.63,2024/06/30
A071970,최대주주등 (본인+특별관계자),1.0,11902608.0,35.09,2025/03/04
A071970,10%이상주주 (본인+특별관계자),,,,
A071970,5%이상주주 (본인+특별관계자),2.0,3497762.0,10.31,2025/04/18
A071970,"임원 (5%미만 중, 임원인자)",11.0,847.0,0.0,2024/12/01
A071970,자기주식 (자사주+자사주신탁),1.0,22.0,0.0,2018/12/27
A071970,우리사주조합,,,,
A010620,최대주주등 (본인+특별관계자),1.0,17111232.0,42.84,2024/02/14
A010620,10%이상주주 (본인+특별관계자),1.0,4220975.0,10.57,2025/03/27
A010620,5%이상주주 (본인+특별관계자),,,,
A010620,"임원 (5%미만 중, 임원인자)",18.0,12154.0,0.03,2025/03/26
A010620,자기주식 (자사주+자사주신탁),1.0,57851.0,0.14,2015/12/30
A010620,우리사주조합,1.0,16392.0,0.04,2024/06/30
A322000,최대주주등 (본인+특별관계자),1.0,6000000.0,53.57,2020/09/14
A322000,10%이상주주 (본인+특별관계자),,,,
A322000,5%이상주주 (본인+특별관계자),,,,
A322000,"임원 (5%미만 중, 임원인자)",2.0,3200.0,0.03,2021/02/09
A322000,자기주식 (자사주+자사주신탁),,,,
A322000,우리사주조합,1.0,140360.0,1.25,2020/06/30
A042670,최대주주등 (본인+특별관계자),1.0,65879995.0,34.2,2024/12/09
A042670,10%이상주주 (본인+특별관계자),1.0,23487181.0,12.19,2025/03/27
A042670,5%이상주주 (본인+특별관계자),,,,
A042670,"임원 (5%미만 중, 임원인자)",25.0,137410.0,0.07,2025/01/20
A042670,자기주식 (자사주+자사주신탁),2.0,3340707.0,1.73,2025/05/09
A042670,우리사주조합,1.0,791527.0,0.41,2023/12/31
A267260,최대주주등 (본인+특별관계자),1.0,13951928.0,38.7,2025/01/24
A267260,10%이상주주 (본인+특별관계자),,,,
A267260,5%이상주주 (본인+특별관계자),1.0,2885493.0,8.0,2024/06/05
A267260,"임원 (5%미만 중, 임원인자)",34.0,38836.0,0.11,2024/10/02
A267260,자기주식 (자사주+자사주신탁),1.0,54431.0,0.15,2017/05/10
A267260,우리사주조합,1.0,92074.0,0.26,2024/06/30
A329180,최대주주등 (본인+특별관계자),1.0,66284952.0,74.67,2025/05/07
A329180,10%이상주주 (본인+특별관계자),,,,
A329180,5%이상주주 (본인+특별관계자),1.0,5665747.0,6.38,2023/07/27
A329180,"임원 (5%미만 중, 임원인자)",22.0,9975.0,0.01,2025/02/21
A329180,자기주식 (자사주+자사주신탁),,,,
A329180,우리사주조합,1.0,210919.0,0.24,2024/06/30
A097230,최대주주등 (본인+특별관계자),1.0,51992078.0,62.43,2025/04/10
A097230,10%이상주주 (본인+특별관계자),,,,
A097230,5%이상주주 (본인+특별관계자),,,,
A097230,"임원 (5%미만 중, 임원인자)",62.0,113467.0,0.14,2025/02/28
A097230,자기주식 (자사주+자사주신탁),1.0,5941.0,0.01,2019/05/21
A097230,우리사주조합,1.0,191856.0,0.23,2023/12/31
A014790,최대주주등 (본인+특별관계자),1.0,17549991.0,46.36,2024/03/26
A014790,10%이상주주 (본인+특별관계자),,,,
A014790,5%이상주주 (본인+특별관계자),,,,
A014790,"임원 (5%미만 중, 임원인자)",29.0,350940.0,0.93,2024/02/01
A014790,자기주식 (자사주+자사주신탁),,,,
A014790,우리사주조합,1.0,941173.0,2.49,2024/06/30
A003580,최대주주등 (본인+특별관계자),1.0,2950830.0,5.88,2025/03/14
A003580,10%이상주주 (본인+특별관계자),,,,
A003580,5%이상주주 (본인+특별관계자),,,,
A003580,"임원 (5%미만 중, 임원인자)",3.0,336215.0,0.67,2024/07/05
A003580,자기주식 (자사주+자사주신탁),1.0,5860.0,0.01,2017/09/08
A003580,우리사주조합,,,,
A204320,최대주주등 (본인+특별관계자),1.0,14209653.0,30.26,2024/03/26
A204320,10%이상주주 (본인+특별관계자),1.0,5715775.0,12.17,2025/03/27
A204320,5%이상주주 (본인+특별관계자),1.0,3266523.0,6.96,2025/01/14
A204320,"임원 (5%미만 중, 임원인자)",90.0,55338.0,0.12,2025/02/27
A204320,자기주식 (자사주+자사주신탁),,,,
A204320,우리사주조합,1.0,648307.0,1.38,2024/06/30
A060980,최대주주등 (본인+특별관계자),1.0,3284134.0,34.92,2025/04/11
A060980,10%이상주주 (본인+특별관계자),1.0,1108206.0,11.78,2025/03/13
A060980,5%이상주주 (본인+특별관계자),3.0,1764565.0,18.76,2024/11/13
A060980,"임원 (5%미만 중, 임원인자)",15.0,11624.0,0.12,2024/04/15
A060980,자기주식 (자사주+자사주신탁),1.0,95200.0,1.01,2025/05/09
A060980,우리사주조합,1.0,155906.0,1.66,2024/06/30
A011200,최대주주등 (본인+특별관계자),1.0,297199297.0,33.73,2024/11/13
A011200,10%이상주주 (본인+특별관계자),1.0,293590859.0,33.32,2024/11/13
A011200,5%이상주주 (본인+특별관계자),1.0,52995929.0,6.02,2025/03/24
A011200,"임원 (5%미만 중, 임원인자)",28.0,162698.0,0.02,2025/02/01
A011200,자기주식 (자사주+자사주신탁),,,,
A011200,우리사주조합,1.0,176336.0,0.02,2024/06/30
A035000,최대주주등 (본인+특별관계자),1.0,5798930.0,35.0,2019/03/15
A035000,10%이상주주 (본인+특별관계자),1.0,4961939.0,29.95,2014/12/30
A035000,5%이상주주 (본인+특별관계자),,,,
A035000,"임원 (5%미만 중, 임원인자)",1.0,3.0,0.0,2018/01/01
A035000,자기주식 (자사주+자사주신탁),1.0,359765.0,2.17,2010/03/08
A035000,우리사주조합,1.0,786.0,0.0,2015/12/30
A002460,최대주주등 (본인+특별관계자),1.0,2620962.0,25.82,2024/01/17
A002460,10%이상주주 (본인+특별관계자),1.0,1681689.0,16.57,2024/01/17
A002460,5%이상주주 (본인+특별관계자),,,,
A002460,"임원 (5%미만 중, 임원인자)",,,,
A002460,자기주식 (자사주+자사주신탁),1.0,685271.0,6.75,2024/08/14
A002460,우리사주조합,,,,
A487570,최대주주등 (본인+특별관계자),1.0,2149927.0,57.7,2024/12/26
A487570,10%이상주주 (본인+특별관계자),,,,
A487570,5%이상주주 (본인+특별관계자),,,,
A487570,"임원 (5%미만 중, 임원인자)",,,,
A487570,자기주식 (자사주+자사주신탁),1.0,19700.0,0.53,2024/12/30
A487570,우리사주조합,,,,
A298050,최대주주등 (본인+특별관계자),1.0,2120532.0,47.33,2025/04/22
A298050,10%이상주주 (본인+특별관계자),,,,
A298050,5%이상주주 (본인+특별관계자),1.0,307519.0,6.86,2024/11/22
A298050,"임원 (5%미만 중, 임원인자)",3.0,172.0,0.0,2018/07/13
A298050,자기주식 (자사주+자사주신탁),1.0,11926.0,0.27,2018/07/13
A298050,우리사주조합,,,,
A003560,최대주주등 (본인+특별관계자),1.0,2209082.0,36.76,2024/10/29
A003560,10%이상주주 (본인+특별관계자),,,,
A003560,5%이상주주 (본인+특별관계자),1.0,553661.0,9.21,2024/01/04
A003560,"임원 (5%미만 중, 임원인자)",,,,
A003560,자기주식 (자사주+자사주신탁),1.0,82049.0,1.37,2024/01/04
A003560,우리사주조합,,,,
A175330,최대주주등 (본인+특별관계자),1.0,28773879.0,14.84,2021/04/28
A175330,10%이상주주 (본인+특별관계자),2.0,48121150.0,24.82,2025/02/26
A175330,5%이상주주 (본인+특별관계자),2.0,25345967.0,13.07,2024/12/18
A175330,"임원 (5%미만 중, 임원인자)",20.0,520847.0,0.27,2025/04/14
A175330,자기주식 (자사주+자사주신탁),2.0,3544047.0,1.83,2025/05/09
A175330,우리사주조합,1.0,1939610.0,1.0,2024/06/30
A234080,최대주주등 (본인+특별관계자),1.0,6823772.0,43.09,2020/11/26
A234080,10%이상주주 (본인+특별관계자),,,,
A234080,5%이상주주 (본인+특별관계자),,,,
A234080,"임원 (5%미만 중, 임원인자)",6.0,32617.0,0.21,2021/01/01
A234080,자기주식 (자사주+자사주신탁),1.0,350000.0,2.21,2021/04/26
A234080,우리사주조합,1.0,97516.0,0.62,2022/09/30
A001060,최대주주등 (본인+특별관계자),1.0,9983731.0,42.87,2025/03/26
A001060,10%이상주주 (본인+특별관계자),,,,
A001060,5%이상주주 (본인+특별관계자),1.0,1221265.0,5.24,2024/09/19
A001060,"임원 (5%미만 중, 임원인자)",10.0,3552.0,0.02,2025/01/01
A001060,자기주식 (자사주+자사주신탁),1.0,579761.0,2.49,2025/05/09
A001060,우리사주조합,1.0,4185.0,0.02,2023/12/31
A096760,최대주주등 (본인+특별관계자),1.0,38415631.0,51.97,2025/04/16
A096760,10%이상주주 (본인+특별관계자),,,,
A096760,5%이상주주 (본인+특별관계자),,,,
A096760,"임원 (5%미만 중, 임원인자)",7.0,2445.0,0.0,2023/12/27
A096760,자기주식 (자사주+자사주신탁),1.0,4203077.0,5.69,2025/05/09
A096760,우리사주조합,,,,
A105560,최대주주등 (본인+특별관계자),1.0,32919773.0,8.37,2025/02/28
A105560,10%이상주주 (본인+특별관계자),,,,
A105560,5%이상주주 (본인+특별관계자),2.0,56129994.0,14.26,2024/12/27
A105560,"임원 (5%미만 중, 임원인자)",66.0,134236.0,0.03,2025/04/04
A105560,자기주식 (자사주+자사주신탁),1.0,27029053.0,6.87,2025/05/09
A105560,우리사주조합,1.0,8099703.0,2.06,2024/06/30
A415640,개인/법인,,,,
A415640,주요외국인주주,,,,
A415640,기관투자자,,,,
A415640,정부/정부기관,,,,
A415640,자사주,,,,
A415640,자사주펀드,,,,
A415640,해외DR,,,,
A432320,개인/법인,,,,
A432320,주요외국인주주,,,,
A432320,기관투자자,,,,
A432320,정부/정부기관,,,,
A432320,자사주,,,,
A432320,자사주펀드,,,,
A432320,해외DR,,,,
A002380,최대주주등 (본인+특별관계자),1.0,3164639.0,35.61,2025/01/23
A002380,10%이상주주 (본인+특별관계자),1.0,1109350.0,12.48,2025/03/27
A002380,5%이상주주 (본인+특별관계자),3.0,1562258.0,17.58,2006/09/19
A002380,"임원 (5%미만 중, 임원인자)",3.0,324.0,0.0,2021/12/13
A002380,자기주식 (자사주+자사주신탁),1.0,1532300.0,17.24,2022/08/29
