종목코드,주주구분,대표 주주수,보통주,지분율,최종변동일
A002100,5%이상주주 (본인+특별관계자),,,,
A002100,"임원 (5%미만 중, 임원인자)",1.0,22500.0,0.12,2015/09/30
A002100,자기주식 (자사주+자사주신탁),1.0,1657925.0,8.49,2021/05/13
A002100,우리사주조합,1.0,285000.0,1.46,2015/12/30
A009450,최대주주등 (본인+특별관계자),1.0,8392549.0,57.61,2021/10/22
A009450,10%이상주주 (본인+특별관계자),,,,
A009450,5%이상주주 (본인+특별관계자),1.0,1188195.0,8.16,2025/02/24
A009450,"임원 (5%미만 중, 임원인자)",3.0,3622.0,0.02,2021/04/01
A009450,자기주식 (자사주+자사주신탁),1.0,115660.0,0.79,2012/03/06
A009450,우리사주조합,,,,
A267290,최대주주등 (본인+특별관계자),1.0,3039689.0,51.56,2025/04/29
A267290,10%이상주주 (본인+특별관계자),,,,
A267290,5%이상주주 (본인+특별관계자),,,,
A267290,"임원 (5%미만 중, 임원인자)",,,,
A267290,자기주식 (자사주+자사주신탁),1.0,4979.0,0.08,2019/12/26
A267290,우리사주조합,,,,
A012320,최대주주등 (본인+특별관계자),1.0,1245066.0,52.64,2017/08/25
A012320,10%이상주주 (본인+특별관계자),,,,
A012320,5%이상주주 (본인+특별관계자),,,,
A012320,"임원 (5%미만 중, 임원인자)",,,,
A012320,자기주식 (자사주+자사주신탁),1.0,184671.0,7.81,2020/05/28
A012320,우리사주조합,,,,
A000050,최대주주등 (본인+특별관계자),1.0,16705710.0,60.94,2025/04/23
A000050,10%이상주주 (본인+특별관계자),1.0,3230860.0,11.78,2016/10/28
A000050,5%이상주주 (본인+특별관계자),,,,
A000050,"임원 (5%미만 중, 임원인자)",,,,
A000050,자기주식 (자사주+자사주신탁),1.0,2500000.0,9.12,2022/01/25
A000050,우리사주조합,1.0,470.0,0.0,2016/10/28
A214390,최대주주등 (본인+특별관계자),1.0,14472949.0,60.54,2025/04/09
A214390,10%이상주주 (본인+특별관계자),,,,
A214390,5%이상주주 (본인+특별관계자),,,,
A214390,"임원 (5%미만 중, 임원인자)",4.0,32890.0,0.14,2025/04/28
A214390,자기주식 (자사주+자사주신탁),,,,
A214390,우리사주조합,1.0,308071.0,1.29,2024/06/30
A012610,최대주주등 (본인+특별관계자),1.0,14079876.0,33.83,2025/04/17
A012610,10%이상주주 (본인+특별관계자),,,,
A012610,5%이상주주 (본인+특별관계자),,,,
A012610,"임원 (5%미만 중, 임원인자)",9.0,175061.0,0.42,2022/11/09
A012610,자기주식 (자사주+자사주신탁),2.0,615211.0,1.48,2025/04/11
A012610,우리사주조합,,,,
A009140,최대주주등 (본인+특별관계자),1.0,791819.0,50.41,2025/04/08
A009140,10%이상주주 (본인+특별관계자),,,,
A009140,5%이상주주 (본인+특별관계자),,,,
A009140,"임원 (5%미만 중, 임원인자)",3.0,150.0,0.01,2024/02/20
A009140,자기주식 (자사주+자사주신탁),1.0,268260.0,17.08,2024/02/20
A009140,우리사주조합,1.0,347.0,0.02,2012/12/28
A013580,최대주주등 (본인+특별관계자),1.0,3441313.0,38.53,2025/04/21
A013580,10%이상주주 (본인+특별관계자),,,,
A013580,5%이상주주 (본인+특별관계자),,,,
A013580,"임원 (5%미만 중, 임원인자)",2.0,2893.0,0.03,2009/02/04
A013580,자기주식 (자사주+자사주신탁),1.0,73110.0,0.82,2008/10/27
A013580,우리사주조합,,,,
A012200,최대주주등 (본인+특별관계자),1.0,12322553.0,45.27,2025/02/25
A012200,10%이상주주 (본인+특별관계자),,,,
A012200,5%이상주주 (본인+특별관계자),,,,
A012200,"임원 (5%미만 중, 임원인자)",,,,
A012200,자기주식 (자사주+자사주신탁),1.0,27175.0,0.1,2023/02/17
A012200,우리사주조합,,,,
A002140,최대주주등 (본인+특별관계자),1.0,11820510.0,47.4,2021/04/19
A002140,10%이상주주 (본인+특별관계자),,,,
A002140,5%이상주주 (본인+특별관계자),,,,
A002140,"임원 (5%미만 중, 임원인자)",,,,
A002140,자기주식 (자사주+자사주신탁),1.0,268005.0,1.07,2017/04/19
A002140,우리사주조합,1.0,2550.0,0.01,2017/12/28
A010130,최대주주등 (본인+특별관계자),1.0,8539148.0,41.25,2025/03/10
A010130,10%이상주주 (본인+특별관계자),1.0,3696893.0,17.86,2025/03/13
A010130,5%이상주주 (본인+특별관계자),2.0,2650766.0,12.8,2023/10/06
A010130,"임원 (5%미만 중, 임원인자)",21.0,2758.0,0.01,2025/03/28
A010130,자기주식 (자사주+자사주신탁),1.0,2525608.0,12.2,2025/05/07
A010130,우리사주조합,,,,
A002240,최대주주등 (본인+특별관계자),1.0,18286020.0,67.73,2024/12/27
A002240,10%이상주주 (본인+특별관계자),,,,
A002240,5%이상주주 (본인+특별관계자),,,,
A002240,"임원 (5%미만 중, 임원인자)",5.0,27294.0,0.1,2024/12/27
A002240,자기주식 (자사주+자사주신탁),1.0,12037.0,0.04,2023/03/31
A002240,우리사주조합,,,,
A009290,최대주주등 (본인+특별관계자),1.0,9540887.0,18.2,2025/02/20
A009290,10%이상주주 (본인+특별관계자),,,,
A009290,5%이상주주 (본인+특별관계자),1.0,5236834.0,9.99,2025/02/12
A009290,"임원 (5%미만 중, 임원인자)",3.0,4673.0,0.01,2021/07/23
A009290,자기주식 (자사주+자사주신탁),1.0,13140239.0,25.07,2025/01/13
A009290,우리사주조합,1.0,248275.0,0.47,2024/06/30
A017040,최대주주등 (본인+특별관계자),1.0,10394053.0,23.98,2025/02/14
A017040,10%이상주주 (본인+특별관계자),,,,
A017040,5%이상주주 (본인+특별관계자),1.0,2599091.0,6.0,2024/05/07
A017040,"임원 (5%미만 중, 임원인자)",,,,
A017040,자기주식 (자사주+자사주신탁),1.0,1340946.0,3.09,2025/04/10
A017040,우리사주조합,1.0,1552460.0,3.58,2020/03/31
A017900,최대주주등 (본인+특별관계자),1.0,30787994.0,53.13,2017/11/01
A017900,10%이상주주 (본인+특별관계자),,,,
A017900,5%이상주주 (본인+특별관계자),,,,
A017900,"임원 (5%미만 중, 임원인자)",,,,
A017900,자기주식 (자사주+자사주신탁),1.0,7580000.0,13.08,2020/05/25
A017900,우리사주조합,,,,
A037710,최대주주등 (본인+특별관계자),1.0,5000000.0,62.84,2022/04/11
A037710,10%이상주주 (본인+특별관계자),,,,
A037710,5%이상주주 (본인+특별관계자),,,,
A037710,"임원 (5%미만 중, 임원인자)",1.0,300.0,0.0,2023/04/05
A037710,자기주식 (자사주+자사주신탁),1.0,330018.0,4.15,2024/05/14
A037710,우리사주조합,,,,
A030610,최대주주등 (본인+특별관계자),1.0,96579001.0,84.75,2023/09/20
A030610,10%이상주주 (본인+특별관계자),,,,
A030610,5%이상주주 (본인+특별관계자),,,,
A030610,"임원 (5%미만 중, 임원인자)",5.0,13000.0,0.01,2021/01/01
A030610,자기주식 (자사주+자사주신탁),1.0,1093598.0,0.96,2017/03/31
A030610,우리사주조합,1.0,59216.0,0.05,2022/09/30
A339770,최대주주등 (본인+특별관계자),1.0,34685026.0,69.42,2025/04/07
A339770,10%이상주주 (본인+특별관계자),,,,
A339770,5%이상주주 (본인+특별관계자),,,,
A339770,"임원 (5%미만 중, 임원인자)",5.0,30310.0,0.06,2025/01/01
A339770,자기주식 (자사주+자사주신탁),,,,
A339770,우리사주조합,1.0,782370.0,1.57,2024/12/27
A007690,최대주주등 (본인+특별관계자),1.0,2978261.0,32.16,2025/03/11
A007690,10%이상주주 (본인+특별관계자),1.0,1643658.0,17.75,2025/03/07
A007690,5%이상주주 (본인+특별관계자),2.0,1133220.0,12.24,2025/03/07
A007690,"임원 (5%미만 중, 임원인자)",1.0,677.0,0.01,2025/03/07
A007690,자기주식 (자사주+자사주신탁),1.0,670082.0,7.24,2023/03/28
A007690,우리사주조합,1.0,268958.0,2.9,2025/03/07
A001140,최대주주등 (본인+특별관계자),1.0,4310772.0,27.19,2024/05/03
A001140,10%이상주주 (본인+특별관계자),,,,
A001140,5%이상주주 (본인+특별관계자),,,,
A001140,"임원 (5%미만 중, 임원인자)",1.0,1750.0,0.01,2023/05/23
A001140,자기주식 (자사주+자사주신탁),1.0,4233.0,0.03,2023/05/23
A001140,우리사주조합,,,,
A002720,최대주주등 (본인+특별관계자),1.0,8012009.0,37.86,2024/12/04
A002720,10%이상주주 (본인+특별관계자),,,,
A002720,5%이상주주 (본인+특별관계자),,,,
A002720,"임원 (5%미만 중, 임원인자)",,,,
A002720,자기주식 (자사주+자사주신탁),1.0,797330.0,3.77,2024/01/05
A002720,우리사주조합,,,,
A083420,최대주주등 (본인+특별관계자),1.0,14353058.0,59.8,2021/06/17
A083420,10%이상주주 (본인+특별관계자),,,,
A083420,5%이상주주 (본인+특별관계자),,,,
A083420,"임원 (5%미만 중, 임원인자)",,,,
A083420,자기주식 (자사주+자사주신탁),2.0,673676.0,2.81,2025/03/27
A083420,우리사주조합,,,,
A014530,최대주주등 (본인+특별관계자),1.0,14478015.0,41.52,2025/04/03
A014530,10%이상주주 (본인+특별관계자),,,,
A014530,5%이상주주 (본인+특별관계자),1.0,3051637.0,8.75,2021/12/03
A014530,"임원 (5%미만 중, 임원인자)",,,,
A014530,자기주식 (자사주+자사주신탁),1.0,1200000.0,3.44,2017/04/19
A014530,우리사주조합,1.0,1110.0,0.0,2016/05/16
A014280,최대주주등 (본인+특별관계자),1.0,11608057.0,39.58,2024/02/05
A014280,10%이상주주 (본인+특별관계자),,,,
A014280,5%이상주주 (본인+특별관계자),1.0,2370000.0,8.08,2025/05/02
A014280,"임원 (5%미만 중, 임원인자)",17.0,6170.0,0.02,2021/08/20
A014280,자기주식 (자사주+자사주신탁),1.0,2457240.0,8.38,2021/08/20
A014280,우리사주조합,,,,
A008870,최대주주등 (본인+특별관계자),1.0,570123.0,57.01,2025/04/02
A008870,10%이상주주 (본인+특별관계자),,,,
A008870,5%이상주주 (본인+특별관계자),,,,
A008870,"임원 (5%미만 중, 임원인자)",,,,
A008870,자기주식 (자사주+자사주신탁),1.0,181500.0,18.15,2022/11/30
A008870,우리사주조합,,,,
A001570,최대주주등 (본인+특별관계자),1.0,16984531.0,26.55,2025/03/12
A001570,10%이상주주 (본인+특별관계자),,,,
A001570,5%이상주주 (본인+특별관계자),,,,
A001570,"임원 (5%미만 중, 임원인자)",4.0,50158.0,0.08,2024/11/27
A001570,자기주식 (자사주+자사주신탁),1.0,124626.0,0.19,2025/01/15
A001570,우리사주조합,,,,
A002990,최대주주등 (본인+특별관계자),1.0,17557919.0,47.46,2021/03/30
A002990,10%이상주주 (본인+특별관계자),,,,
A002990,5%이상주주 (본인+특별관계자),,,,
A002990,"임원 (5%미만 중, 임원인자)",6.0,9031.0,0.02,2024/12/01
A002990,자기주식 (자사주+자사주신탁),1.0,1058231.0,2.86,2023/11/29
A002990,우리사주조합,1.0,70999.0,0.19,2024/06/30
A011780,최대주주등 (본인+특별관계자),1.0,7595524.0,28.71,2025/02/19
A011780,10%이상주주 (본인+특별관계자),1.0,2918288.0,11.03,2025/03/27
A011780,5%이상주주 (본인+특별관계자),,,,
A011780,"임원 (5%미만 중, 임원인자)",31.0,13526.0,0.05,2025/03/01
A011780,자기주식 (자사주+자사주신탁),2.0,3668834.0,13.87,2025/05/09
A011780,우리사주조합,,,,
A214330,최대주주등 (본인+특별관계자),1.0,79801201.0,37.31,2025/04/09
A214330,10%이상주주 (본인+특별관계자),,,,
A214330,5%이상주주 (본인+특별관계자),,,,
A214330,"임원 (5%미만 중, 임원인자)",2.0,13032.0,0.01,2023/04/01
A214330,자기주식 (자사주+자사주신탁),2.0,11590231.0,5.42,2025/05/09
A214330,우리사주조합,,,,
A001210,최대주주등 (본인+특별관계자),1.0,21647339.0,37.67,2025/04/04
A001210,10%이상주주 (본인+특별관계자),,,,
A001210,5%이상주주 (본인+특별관계자),,,,
A001210,"임원 (5%미만 중, 임원인자)",4.0,797273.0,1.39,2025/04/28
A001210,자기주식 (자사주+자사주신탁),1.0,865884.0,1.51,2018/04/06
A001210,우리사주조합,,,,
A073240,최대주주등 (본인+특별관계자),1.0,181414361.0,63.15,2018/07/20
A073240,10%이상주주 (본인+특별관계자),,,,
A073240,5%이상주주 (본인+특별관계자),,,,
A073240,"임원 (5%미만 중, 임원인자)",47.0,183689.0,0.06,2024/07/05
A073240,자기주식 (자사주+자사주신탁),,,,
A073240,우리사주조합,1.0,4300362.0,1.5,2024/06/30
A092440,최대주주등 (본인+특별관계자),1.0,20897029.0,71.57,2024/08/05
A092440,10%이상주주 (본인+특별관계자),,,,
A092440,5%이상주주 (본인+특별관계자),,,,
A092440,"임원 (5%미만 중, 임원인자)",1.0,6.0,0.0,2014/03/31
A092440,자기주식 (자사주+자사주신탁),,,,
A092440,우리사주조합,1.0,52267.0,0.18,2016/09/30
A000270,최대주주등 (본인+특별관계자),1.0,144408540.0,36.31,2022/10/27
A000270,10%이상주주 (본인+특별관계자),,,,
A000270,5%이상주주 (본인+특별관계자),1.0,26419934.0,6.64,2024/08/02
A000270,"임원 (5%미만 중, 임원인자)",160.0,150932.0,0.04,2025/04/14
A000270,자기주식 (자사주+자사주신탁),1.0,6523369.0,1.64,2025/05/09
A000270,우리사주조합,1.0,8340962.0,2.1,2024/06/30
A024110,최대주주등 (본인+특별관계자),1.0,546547426.0,68.54,2022/12/20
A024110,10%이상주주 (본인+특별관계자),,,,
A024110,5%이상주주 (본인+특별관계자),1.0,43453834.0,5.45,2025/02/19
A024110,"임원 (5%미만 중, 임원인자)",15.0,5689.0,0.0,2025/01/14
A024110,자기주식 (자사주+자사주신탁),1.0,2.0,0.0,2019/12/30
A024110,우리사주조합,1.0,1151200.0,0.14,2024/06/30
A013700,최대주주등 (본인+특별관계자),1.0,32002368.0,53.56,2025/04/02
A013700,10%이상주주 (본인+특별관계자),,,,
A013700,5%이상주주 (본인+특별관계자),,,,
A013700,"임원 (5%미만 중, 임원인자)",1.0,10000.0,0.02,2024/03/15
A013700,자기주식 (자사주+자사주신탁),,,,
A013700,우리사주조합,,,,
A004540,최대주주등 (본인+특별관계자),1.0,14906210.0,40.03,2025/03/31
A004540,10%이상주주 (본인+특별관계자),1.0,7680305.0,20.62,2021/06/22
A004540,5%이상주주 (본인+특별관계자),,,,
A004540,"임원 (5%미만 중, 임원인자)",5.0,26900.0,0.07,2022/06/15
A004540,자기주식 (자사주+자사주신탁),1.0,1447.0,0.0,2024/12/30
A004540,우리사주조합,1.0,1300.0,0.0,2021/12/31
A001260,최대주주등 (본인+특별관계자),1.0,6131785.0,62.36,2024/03/28
A001260,10%이상주주 (본인+특별관계자),,,,
A001260,5%이상주주 (본인+특별관계자),,,,
A001260,"임원 (5%미만 중, 임원인자)",1.0,170.0,0.0,2019/03/15
A001260,자기주식 (자사주+자사주신탁),1.0,8858.0,0.09,2021/12/30
A001260,우리사주조합,,,,
A008350,최대주주등 (본인+특별관계자),1.0,38821497.0,30.08,2022/09/08
A008350,10%이상주주 (본인+특별관계자),,,,
A008350,5%이상주주 (본인+특별관계자),,,,
A008350,"임원 (5%미만 중, 임원인자)",,,,
A008350,자기주식 (자사주+자사주신탁),,,,
A008350,우리사주조합,,,,
A004270,최대주주등 (본인+특별관계자),1.0,13390090.0,36.98,2025/03/06
A004270,10%이상주주 (본인+특별관계자),,,,
A004270,5%이상주주 (본인+특별관계자),,,,
A004270,"임원 (5%미만 중, 임원인자)",,,,
A004270,자기주식 (자사주+자사주신탁),1.0,4889673.0,13.5,2020/11/20
A004270,우리사주조합,1.0,2200.0,0.01,2015/05/22
A003920,최대주주등 (본인+특별관계자),1.0,3789380.0,61.8,2024/11/20
A003920,10%이상주주 (본인+특별관계자),,,,
A003920,5%이상주주 (본인+특별관계자),,,,
A003920,"임원 (5%미만 중, 임원인자)",5.0,220.0,0.0,2024/11/20
A003920,자기주식 (자사주+자사주신탁),2.0,162532.0,2.65,2025/05/09
A003920,우리사주조합,,,,
A025860,최대주주등 (본인+특별관계자),1.0,27820149.0,56.0,2012/03/02
A025860,10%이상주주 (본인+특별관계자),,,,
A025860,5%이상주주 (본인+특별관계자),,,,
A025860,"임원 (5%미만 중, 임원인자)",2.0,12108.0,0.02,2022/03/25
A025860,자기주식 (자사주+자사주신탁),1.0,1730148.0,3.48,2002/09/30
A025860,우리사주조합,1.0,3.0,0.0,2005/03/31
A005720,최대주주등 (본인+특별관계자),1.0,32008302.0,59.78,2023/01/18
A005720,10%이상주주 (본인+특별관계자),,,,
A005720,5%이상주주 (본인+특별관계자),1.0,2782209.0,5.2,2025/03/24
A005720,"임원 (5%미만 중, 임원인자)",,,,
A005720,자기주식 (자사주+자사주신탁),1.0,5097967.0,9.52,2024/11/22
A005720,우리사주조합,,,,
A002350,최대주주등 (본인+특별관계자),1.0,66079419.0,67.66,2022/11/28
A002350,10%이상주주 (본인+특별관계자),,,,
A002350,5%이상주주 (본인+특별관계자),1.0,4913516.0,5.03,2025/03/06
A002350,"임원 (5%미만 중, 임원인자)",1.0,10000.0,0.01,2009/02/04
A002350,자기주식 (자사주+자사주신탁),1.0,1504451.0,1.54,2008/03/21
A002350,우리사주조합,,,,
A092790,최대주주등 (본인+특별관계자),1.0,16011040.0,61.58,2025/04/15
A092790,10%이상주주 (본인+특별관계자),,,,
A092790,5%이상주주 (본인+특별관계자),,,,
A092790,"임원 (5%미만 중, 임원인자)",,,,
A092790,자기주식 (자사주+자사주신탁),,,,
A092790,우리사주조합,1.0,216300.0,0.83,2024/06/30
A251270,최대주주등 (본인+특별관계자),1.0,50395700.0,58.63,2023/11/30
A251270,10%이상주주 (본인+특별관계자),,,,
A251270,5%이상주주 (본인+특별관계자),3.0,14577008.0,16.96,2024/09/27
A251270,"임원 (5%미만 중, 임원인자)",11.0,25037.0,0.03,2025/01/01
A251270,자기주식 (자사주+자사주신탁),1.0,4018931.0,4.68,2019/10/04
A251270,우리사주조합,,,,
A090350,최대주주등 (본인+특별관계자),1.0,10351684.0,51.76,2021/12/29
A090350,10%이상주주 (본인+특별관계자),,,,
A090350,5%이상주주 (본인+특별관계자),,,,
A090350,"임원 (5%미만 중, 임원인자)",,,,
A090350,자기주식 (자사주+자사주신탁),,,,
A090350,우리사주조합,,,,
A000320,최대주주등 (본인+특별관계자),1.0,6161990.0,46.36,2024/09/26
A000320,10%이상주주 (본인+특별관계자),,,,
A000320,5%이상주주 (본인+특별관계자),,,,
A000320,"임원 (5%미만 중, 임원인자)",,,,
A000320,자기주식 (자사주+자사주신탁),2.0,3042458.0,22.89,2023/08/08
A000320,우리사주조합,1.0,2265.0,0.02,2019/12/31
A006280,최대주주등 (본인+특별관계자),1.0,6008197.0,51.41,2025/03/06
A006280,10%이상주주 (본인+특별관계자),,,,
A006280,5%이상주주 (본인+특별관계자),1.0,1162758.0,9.95,2025/02/18
A006280,"임원 (5%미만 중, 임원인자)",15.0,9364.0,0.08,2025/01/01
A006280,자기주식 (자사주+자사주신탁),1.0,273360.0,2.34,2016/12/20
A006280,우리사주조합,1.0,3847.0,0.03,2023/12/31
A005250,최대주주등 (본인+특별관계자),1.0,23044418.0,49.0,2025/04/23
A005250,10%이상주주 (본인+특별관계자),,,,
A005250,5%이상주주 (본인+특별관계자),1.0,3272244.0,6.96,2021/03/10
A005250,"임원 (5%미만 중, 임원인자)",1.0,109834.0,0.23,2025/01/01
A005250,자기주식 (자사주+자사주신탁),1.0,2094020.0,4.45,2013/06/05
A005250,우리사주조합,,,,
A004370,최대주주등 (본인+특별관계자),1.0,2691725.0,44.25,2024/09/19
A004370,10%이상주주 (본인+특별관계자),1.0,661702.0,10.88,2025/03/27
A004370,5%이상주주 (본인+특별관계자),,,,
A004370,"임원 (5%미만 중, 임원인자)",6.0,543.0,0.01,2024/11/15
A004370,자기주식 (자사주+자사주신탁),1.0,300020.0,4.93,2024/12/30
A004370,우리사주조합,,,,
A072710,최대주주등 (본인+특별관계자),1.0,3095062.0,66.74,2024/10/25
A072710,10%이상주주 (본인+특별관계자),,,,
A072710,5%이상주주 (본인+특별관계자),,,,
A072710,"임원 (5%미만 중, 임원인자)",,,,
A072710,자기주식 (자사주+자사주신탁),,,,
A072710,우리사주조합,,,,
A058730,최대주주등 (본인+특별관계자),1.0,6485969.0,34.51,2025/02/01
A058730,10%이상주주 (본인+특별관계자),,,,
A058730,5%이상주주 (본인+특별관계자),,,,
A058730,"임원 (5%미만 중, 임원인자)",7.0,183827.0,0.98,2025/02/01
A058730,자기주식 (자사주+자사주신탁),2.0,1285112.0,6.84,2025/05/09
A058730,우리사주조합,1.0,73039.0,0.39,2023/09/30
A030210,최대주주등 (본인+특별관계자),1.0,15217592.0,24.98,2024/11/15
A030210,10%이상주주 (본인+특별관계자),,,,
A030210,5%이상주주 (본인+특별관계자),2.0,11619668.0,19.08,2025/04/17
A030210,"임원 (5%미만 중, 임원인자)",12.0,246272.0,0.4,2025/04/01
A030210,자기주식 (자사주+자사주신탁),1.0,1595397.0,2.62,2025/02/06
A030210,우리사주조합,,,,
A023590,최대주주등 (본인+특별관계자),1.0,21272170.0,47.41,2023/03/24
A023590,10%이상주주 (본인+특별관계자),,,,
A023590,5%이상주주 (본인+특별관계자),3.0,9322447.0,20.78,2024/02/05
A023590,"임원 (5%미만 중, 임원인자)",3.0,41646.0,0.09,2025/01/01
A023590,자기주식 (자사주+자사주신탁),1.0,1715768.0,3.82,2022/07/21
A023590,우리사주조합,,,,
A145210,최대주주등 (본인+특별관계자),1.0,7992590.0,23.11,2024/09/25
A145210,10%이상주주 (본인+특별관계자),,,,
A145210,5%이상주주 (본인+특별관계자),,,,
A145210,"임원 (5%미만 중, 임원인자)",6.0,90195.0,0.26,2025/02/28
A145210,자기주식 (자사주+자사주신탁),1.0,20499.0,0.06,2022/05/04
A145210,우리사주조합,1.0,4480.0,0.01,2024/09/25
A019680,최대주주등 (본인+특별관계자),1.0,56430825.0,66.62,2025/03/25
A019680,10%이상주주 (본인+특별관계자),,,,
A019680,5%이상주주 (본인+특별관계자),,,,
A019680,"임원 (5%미만 중, 임원인자)",47.0,173886.0,0.21,2025/01/14
A019680,자기주식 (자사주+자사주신탁),2.0,17526483.0,19.9,2025/05/08
A019680,우리사주조합,,,,
A006370,최대주주등 (본인+특별관계자),1.0,3500063.0,32.34,2025/01/20
A006370,10%이상주주 (본인+특별관계자),,,,
A006370,5%이상주주 (본인+특별관계자),1.0,541292.0,5.0,2014/03/28
A006370,"임원 (5%미만 중, 임원인자)",,,,
A006370,자기주식 (자사주+자사주신탁),1.0,2100000.0,19.41,2025/04/14
A006370,우리사주조합,1.0,54400.0,0.5,2022/12/31
A008060,최대주주등 (본인+특별관계자),1.0,14669772.0,43.29,2024/06/07
A008060,10%이상주주 (본인+특별관계자),,,,
A008060,5%이상주주 (본인+특별관계자),1.0,1903278.0,5.62,2025/04/17
A008060,"임원 (5%미만 중, 임원인자)",21.0,58039.0,0.17,2021/04/16
A008060,자기주식 (자사주+자사주신탁),1.0,255000.0,0.75,2025/05/09
A008060,우리사주조합,,,,
A353200,최대주주등 (본인+특별관계자),1.0,16189786.0,32.76,2023/12/15
A353200,10%이상주주 (본인+특별관계자),,,,
A353200,5%이상주주 (본인+특별관계자),1.0,4141819.0,8.38,2025/02/12
A353200,"임원 (5%미만 중, 임원인자)",23.0,82494.0,0.17,2025/04/09
A353200,자기주식 (자사주+자사주신탁),,,,
A353200,우리사주조합,,,,
A000490,최대주주등 (본인+특별관계자),1.0,7483745.0,29.17,2025/04/02
A000490,10%이상주주 (본인+특별관계자),,,,
A000490,5%이상주주 (본인+특별관계자),,,,
A000490,"임원 (5%미만 중, 임원인자)",,,,
A000490,자기주식 (자사주+자사주신탁),1.0,2005607.0,7.82,2025/04/02
A000490,우리사주조합,1.0,435.0,0.0,2018/12/31
A008110,최대주주등 (본인+특별관계자),1.0,6336733.0,60.4,2019/12/05
A008110,10%이상주주 (본인+특별관계자),,,,
A008110,5%이상주주 (본인+특별관계자),,,,
A008110,"임원 (5%미만 중, 임원인자)",,,,
A008110,자기주식 (자사주+자사주신탁),1.0,3500000.0,33.36,2024/06/14
A008110,우리사주조합,,,,
A005750,최대주주등 (본인+특별관계자),1.0,8309261.0,49.84,2024/05/07
A005750,10%이상주주 (본인+특별관계자),,,,
A005750,5%이상주주 (본인+특별관계자),1.0,1577218.0,9.46,2024/05/29
A005750,"임원 (5%미만 중, 임원인자)",1.0,100.0,0.0,2012/02/27
A005750,자기주식 (자사주+자사주신탁),1.0,251300.0,1.51,2025/05/02
A005750,우리사주조합,,,,
A006570,최대주주등 (본인+특별관계자),1.0,10432825.0,68.52,2024/11/06
A006570,10%이상주주 (본인+특별관계자),,,,
A006570,5%이상주주 (본인+특별관계자),1.0,1209838.0,7.95,2018/09/04
A006570,"임원 (5%미만 중, 임원인자)",,,,
A006570,자기주식 (자사주+자사주신탁),1.0,160528.0,1.05,2024/06/28
A006570,우리사주조합,1.0,19322.0,0.13,2024/06/30
A001680,최대주주등 (본인+특별관계자),1.0,15147083.0,43.72,2023/11/15
A001680,10%이상주주 (본인+특별관계자),1.0,4657637.0,13.44,2025/03/27
A001680,5%이상주주 (본인+특별관계자),1.0,1739765.0,5.02,2025/03/25
A001680,"임원 (5%미만 중, 임원인자)",2.0,1260.0,0.0,2023/10/16
A001680,자기주식 (자사주+자사주신탁),,,,
A001680,우리사주조합,,,,
A084690,최대주주등 (본인+특별관계자),1.0,24370146.0,67.3,2019/03/13
A084690,10%이상주주 (본인+특별관계자),,,,
A084690,5%이상주주 (본인+특별관계자),,,,
A084690,"임원 (5%미만 중, 임원인자)",,,,
A084690,자기주식 (자사주+자사주신탁),,,,
A084690,우리사주조합,,,,
A128820,최대주주등 (본인+특별관계자),1.0,18575143.0,41.06,2025/04/08
A128820,10%이상주주 (본인+특별관계자),,,,
A128820,5%이상주주 (본인+특별관계자),,,,
A128820,"임원 (5%미만 중, 임원인자)",4.0,13006.0,0.03,2017/12/28
A128820,자기주식 (자사주+자사주신탁),1.0,7774864.0,17.19,2022/06/07
A128820,우리사주조합,1.0,787392.0,1.74,2024/06/30
A117580,최대주주등 (본인+특별관계자),1.0,20000000.0,72.73,2017/11/17
A117580,10%이상주주 (본인+특별관계자),,,,
A117580,5%이상주주 (본인+특별관계자),,,,
A117580,"임원 (5%미만 중, 임원인자)",1.0,1782.0,0.01,2017/06/16
A117580,자기주식 (자사주+자사주신탁),1.0,305454.0,1.11,2022/06/03
A117580,우리사주조합,1.0,13846.0,0.05,2023/06/30
A016710,최대주주등 (본인+특별관계자),1.0,11703136.0,72.74,2017/11/27
A016710,10%이상주주 (본인+특별관계자),,,,
A016710,5%이상주주 (본인+특별관계자),,,,
A016710,"임원 (5%미만 중, 임원인자)",,,,
A016710,자기주식 (자사주+자사주신탁),1.0,48015.0,0.3,2025/02/19
A016710,우리사주조합,,,,
A003540,최대주주등 (본인+특별관계자),1.0,9027700.0,17.78,2025/05/02
A003540,10%이상주주 (본인+특별관계자),,,,
A003540,5%이상주주 (본인+특별관계자),,,,
A003540,"임원 (5%미만 중, 임원인자)",36.0,665026.0,1.31,2025/02/21
A003540,자기주식 (자사주+자사주신탁),1.0,12753115.0,25.12,2025/02/21
A003540,우리사주조합,1.0,2666604.0,5.25,2024/06/30
A009190,최대주주등 (본인+특별관계자),1.0,10167070.0,24.0,2025/03/17
A009190,10%이상주주 (본인+특별관계자),,,,
A009190,5%이상주주 (본인+특별관계자),,,,
A009190,"임원 (5%미만 중, 임원인자)",,,,
A009190,자기주식 (자사주+자사주신탁),1.0,4663.0,0.01,2016/03/31
A009190,우리사주조합,,,,
A014160,최대주주등 (본인+특별관계자),1.0,55074528.0,50.81,2020/03/13
A014160,10%이상주주 (본인+특별관계자),,,,
A014160,5%이상주주 (본인+특별관계자),,,,
A014160,"임원 (5%미만 중, 임원인자)",,,,
